track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6F5vMCbFmSu7c1Nquv5u89,Havoc Mathan;Havoc Naven,Best of Havoc Brothers,Kadhalan,49,268472,False,0.737,0.725,0,-7.224,0,0.0381,0.668,0.0,0.111,0.503,95.035,4,malay
5K4HJ4Ydm5qG3Bw7JaDAeZ,Dimmi;Zeeba,Found U,Found U,43,179027,False,0.77,0.644,7,-5.151,1,0.0408,0.00347,0.000519,0.188,0.522,122.008,4,deep-house
6ujYgJuuMoDJMnJ8N7iKrm,Yiruma,The Best - Reminiscent 10th Anniversary,Love Me,49,248586,False,0.544,0.137,5,-18.412,1,0.0683,0.992,0.868,0.0854,0.229,144.33,4,new-age
0VgllvQ39yOvv5shudXq0o,Andreas Gabalier,VolksRock'n'Roller,Vergiss die Heimat nie,31,279760,False,0.602,0.506,4,-8.423,1,0.0277,0.364,0.0,0.11,0.325,127.932,4,party
3n2lUfmtaYuqMSR8tDo8F0,Wiz Khalifa,Contemporary Hip Hop,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,dance
6f249Hnx4ZO5Ioug2uS4r9,Sara Watkins,Under the Pepper Tree,Night Singing,50,131248,False,0.426,0.056,11,-18.751,0,0.0347,0.955,0.00612,0.11,0.0728,131.127,4,bluegrass
6YcBBZVKYYRirfeAt6BeGA,Yuvan Shankar Raja;Mano;Premgi Amaren;Tippu;Haricharan;Naveen Madhav,Mankatha (Original Motion Picture Soundtrack),Machi Open the Bottle,59,285973,False,0.485,0.92,5,-6.243,1,0.277,0.664,0.000339,0.216,0.767,169.944,4,pop-film
72RD8jifCUa7JtwQNSzadN,Morgan Evans,Burn Burn Burn - Hot Country Hits,Country Outta My Girl,0,202613,False,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,country
0XbovShNMapTfU5t1jgmgi,Samael,Ceremony of Opposites,To Our Martyrs,21,157280,False,0.248,0.969,1,-6.384,1,0.0615,0.000158,0.721,0.383,0.447,148.138,4,black-metal
5F6yFRSg4zp0PTWqwjVmcm,Tito Nieves,Ritmo Bonito,Fabricando Fantasías - Salsa Version,0,272266,False,0.726,0.857,9,-3.264,1,0.0424,0.243,0.0,0.108,0.928,90.74,4,salsa
0ihbD7cgJePV0WLQ4brEkT,Gatecreeper,Sonoran Depravation,Lost Forever,23,214737,False,0.444,0.879,11,-6.618,0,0.0402,1.94e-06,0.738,0.445,0.219,120.022,4,death-metal
7FOeR1X65DEG4KjpVhNC4Z,Sayuri,それは小さな光のような-special edition,それは小さな光のような,52,272906,False,0.492,0.959,7,0.698,0,0.0535,0.109,0.0,0.0796,0.349,143.966,3,anime
7KwFRmkfw7cUZIUqNxeuxw,Elaine,It's Okay to Not Be Okay (Original Television Soundtrack) Special Track vol.1,Wake Up,50,254013,False,0.768,0.873,1,-3.922,0,0.0648,0.0612,1.69e-06,0.0615,0.771,119.984,4,alternative
28i8wrtierqlLXenXZqgRL,Samuca e a Selva,Ditados Populares Dançantes,Vermelhos de Ciclos,16,242000,False,0.753,0.728,10,-6.071,0,0.0563,0.0159,0.0652,0.107,0.59,144.003,3,afrobeat
6PudNM0mVIi3ipGCSUW8gu,Soda Stereo,Comfort Y Musica Para Volar,Superstar,40,248333,False,0.555,0.692,0,-9.717,1,0.0299,1.58e-05,0.506,0.2,0.551,120.104,1,punk
2vP0JcTiuYnzrBy45ACKBz,Keisha White,The Weakness In Me,The Weakness In Me,26,200720,False,0.717,0.554,7,-5.389,1,0.044,0.0592,0.0,0.11,0.324,128.039,4,acoustic
6s1AU3GCP1FWWtmADl4B2P,Pink Sweat$;6LACK,20's R'n'B,Midnight River,0,184771,False,0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.167,0.234,171.719,4,soul
0qs1j0tjTNGCixCK4DMlxu,"Sarah, the Illstrumentalist",No Traffic in LA,Mental Field Trip,5,153570,False,0.687,0.527,4,-8.287,0,0.0383,0.00529,0.795,0.202,0.462,115.011,4,study
3MU0aKnTQCDwSFYYLHJoKV,Ceylan Ertem,Seni Senin Gibiler Sevsin,Bugünüm Sensiz Geçti,34,267862,False,0.574,0.34,4,-10.104,1,0.0288,0.861,1e-05,0.0986,0.253,98.027,3,j-rock
5YUyW9opqNsMSEzzecZih1,Nicky Jam;J Balvin,Intimo,X,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,reggae
6wxqbj8ikGsiEReU35HIId,Casino Versus Japan,Frozen Geometry,Pink Laced Glaze,9,134441,False,0.298,0.532,4,-12.688,1,0.0307,0.937,0.964,0.122,0.0999,73.885,3,idm
5mC0tSmdI2MgY9ZEqiztUP,Gondwana,Modo trabajación,Felicidad,0,341026,False,0.744,0.666,0,-7.213,1,0.0507,0.00147,0.0,0.162,0.806,143.645,4,reggae
0Z3xhSOhrawLV81YdiDiiJ,Shocking Blue,At Home,Venus,64,187533,False,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,4,psych-rock
4lbby2AMPPZj1CznOxmziw,Domingo Quiñones,Era Salsa para Bailar,El Cantante,0,295080,False,0.692,0.756,7,-5.235,1,0.0563,0.555,0.0,0.199,0.819,92.781,4,salsa
70gDh9HAjzlRjEyrlR3y9d,Porter Robinson,Nurture,Lifelike,50,94650,False,0.455,0.373,10,-12.854,1,0.0325,0.77,0.0443,0.0682,0.375,100.74,4,dub
0tBbt8CrmxbjRP0pueQkyU,Selena Gomez;Marshmello,Wolves,Wolves,80,197993,False,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,4,dance
1PoceNH8STFTm63Krywply,Black Uhuru,Guess Who's Coming To Dinner,Shine Eye Gal,33,459133,False,0.804,0.285,6,-17.494,0,0.0467,0.000339,0.666,0.0869,0.84,137.307,4,ska
6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,We Rollin,79,199205,True,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,4,hip-hop
5h3PtoxLaZW2d9wKi46pQX,Feid,El perreo es el futuro,Feliz Cumpleaños Ferxxo,0,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,reggae
3vc1sGOGAVxhx8S1kERqyn,The Prodigy,"Always Outnumbered, Never Outgunned",You'll Be UNDER MY WHEELS,51,236973,False,0.672,0.944,4,-5.214,0,0.0761,0.0102,0.9,0.321,0.382,114.015,4,techno
38RAiDHgY436zkGXTmQvkp,Hugo Díaz,Tangos,Cuesta Abajo,17,270512,False,0.569,0.471,0,-8.971,1,0.0735,0.63,0.625,0.0909,0.417,101.855,4,tango
33yDcoZDnyqD4FrjdGf7aN,Accept,Best Of Accept,Breaker,22,215626,False,0.385,0.832,11,-11.569,0,0.149,0.000175,0.0151,0.934,0.343,119.357,4,heavy-metal
6ThXQg3iN73renTPLocRTM,The Jam,80s Bangers Vol. 2,Town Called Malice,0,174160,False,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,4,ska
0k5APHBP2corpOGGsf1uWZ,Busy Signal,Love And Love Alone 2022 Riddim,Thank You Jah,20,202884,False,0.75,0.593,1,-5.976,0,0.329,0.216,0.0,0.295,0.598,174.193,4,j-dance
5ZZuiMFxl85qakgTZQapsc,Oh No,"The Music of Grand Theft Auto V, Vol. 1: Original Music",Welcome To Los Santos,52,154280,False,0.686,0.433,4,-8.9,0,0.0339,0.239,0.18,0.0898,0.389,88.981,4,alternative
2itzcJHEGyqAMn3GIu5sTe,Syn Cole,Melodia,Melodia,37,166451,False,0.782,0.757,11,-4.893,0,0.0406,0.0706,0.000554,0.32,0.655,123.964,4,deep-house
3kVv6jDrTn00LHXkvV91Km,Busy Signal,Ahh Haa,Ahh Haa,19,173099,False,0.639,0.665,8,-6.736,1,0.313,0.235,1.06e-05,0.162,0.651,99.981,4,j-dance
1L8pc066ss3jfSEwClP7he,Hank Williams,"The Garden Spot Programs, 1950",I'll Be a Bachelor 'Til I Die,11,142301,False,0.522,0.328,2,-8.066,1,0.0763,0.969,0.0,0.891,0.896,166.416,4,honky-tonk
59tskctgqUmjCWAwhzYAFm,Sabrina Carpenter,Singular Act II,Looking at Me,73,181120,False,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,4,dance
1LVsqzCzzhrB7bpQ1JhZKP,NEO JAPONISM,THE SPIRIT,Subliminal,50,289746,True,0.552,0.749,7,-3.841,0,0.0431,0.00104,0.0,0.317,0.289,151.93,4,j-idol
2Rew7ur63GXXtDoZMskycH,Paul Elstak,The Best Of Paul Elstak Top 20,Pump this Party,16,263941,False,0.645,0.886,2,-10.34,1,0.0741,0.00119,0.815,0.0795,0.391,167.829,4,happy
49xmmvP2Meu4Da3867lA0v,Sam Paganini;Zøe;Marco Faraone,"Light + Shadow Remixes, Vol. 1",Flash - Marco Faraone Remix,48,370750,False,0.789,0.881,6,-8.196,1,0.0489,0.00165,0.81,0.111,0.197,135.002,4,minimal-techno
5Y7Lt08Xc885tzG5kKTZ4u,Skay Beilinson,¿Dónde Vas?,Aves Migratorias,44,202826,False,0.744,0.823,9,-6.44,1,0.0307,0.0133,0.427,0.0919,0.962,120.018,4,alt-rock
5OMUXgfXsSukZ0zxelpC3b,A.R. Rahman;Jaswinder Singh;Shiraz Uppal,Raanjhanaa (Original Motion Picture Soundtrack),Raanjhanaa,69,254653,False,0.673,0.714,9,-8.042,1,0.039,0.111,0.0,0.0858,0.78,112.941,4,pop
0jGNrMFSke9iI1pmfWbvft,Tiësto;Becky Hill,pov: it's 2020,Nothing Really Matters,0,157720,False,0.735,0.842,5,-4.079,0,0.0403,0.00519,4.52e-06,0.308,0.681,123.039,4,house
4oxiWO9whM6zCHxFZwmlVn,Pink Sweat$,Slow Down Soul,Nothing Feels Better,0,157779,False,0.769,0.395,2,-7.71,1,0.0287,0.285,0.0,0.0776,0.558,81.485,4,chill
1fkKTSAmrguXmlZ1we0BQp,David Guetta;Becky Hill;Ella Henderson,Baddest of Them All,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,edm
2cNuohiCfoLkxiDQw3Q9Zj,Marco Wagner;Dave Brown,Heit ruck ma aus,Heit ruck ma aus,27,218053,False,0.762,0.96,11,-3.057,1,0.0691,0.0637,0.0,0.386,0.794,135.052,4,party
1Mf4ZMtbgDrFYvv1QZ69gm,Nonpoint,Metal,In the Air Tonight,0,271240,False,0.562,0.808,0,-4.836,1,0.0462,0.0118,0.158,0.137,0.196,99.956,4,industrial
2eib87FpOijGfDL2jqPlo6,Jack Harlow,Hip Hop & R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop
3urhyNzxy6sDIvCEywGmlJ,Skay Beilinson,La Marca de Caín,Ángeles Caidos,36,223973,False,0.548,0.755,2,-7.252,1,0.0251,0.00141,0.0801,0.231,0.622,105.026,4,punk-rock
2fsWMOeuSy3zoewdWSqyP0,Open Farra;Guilherme & Benuto,Nada De Esquecer,Nada De Esquecer,44,158758,False,0.626,0.787,11,-4.566,0,0.067,0.352,0.0,0.0994,0.759,155.994,4,funk
0drLWHcGw3j6xZKn7zGJ7X,Caetano Veloso;Gilberto Gil;Ivete Sangalo,"Especial Ivete, Gil E Caetano",Toda Menina Baiana - Live,42,202706,False,0.701,0.888,7,-4.798,1,0.116,0.458,0.0,0.684,0.808,120.048,4,samba
0NgfqSNzC0RTkq7tA0QCdi,Mavado;Di Genius,Di Genius Presents-Labwork Vol.1,Can't Take Wi Life ft. Di Genius,19,203501,False,0.54,0.784,2,-2.958,0,0.208,0.273,0.0,0.172,0.452,86.956,4,j-dance
2rGSB41TN6a7sAAyyhuZWO,Jim Brickman,"Soothe, Vol. 2: Sleep (Music for Tranquil Slumber)",Slumber Deep,19,319829,False,0.465,0.0303,5,-22.357,1,0.0383,0.954,0.945,0.103,0.0397,119.913,4,new-age
3ebqrNXythDHCE6PkzklpP,Dan Gibson's Solitudes,Island Spa,Balancing,21,384010,False,0.278,0.0787,9,-29.135,0,0.0582,0.76,0.568,0.944,0.0962,120.441,4,new-age
3GmgxjJpkSamedNinjO3rB,The Carter Family;Johnny Cash,Keep On The Sunny Side,Keep on the Sunny Side,25,147173,False,0.574,0.324,0,-11.06,1,0.0265,0.768,0.0,0.141,0.627,101.176,4,bluegrass
3bToEljuzvsBFBd0smEDBx,William Black;Amidy,Daydreamer,Daydreamer,36,252800,False,0.554,0.87,8,-4.229,1,0.0583,0.174,0.00124,0.117,0.159,149.933,4,dubstep
4s4B7mLpqTj15DkxEYeM8l,Napalm Death,Enemy of the Music Business + Leaders Not Followers,Mechanics of Deceit,11,201066,False,0.387,0.998,2,-4.676,1,0.137,2.82e-05,1.31e-05,0.327,0.0582,103.344,4,grindcore
2Bg2ZIyLoWp6gY9a4WXQlM,1986zig;AYLIVA,Arbeitsmusik Herbst/Winter 2022/2023,1000 Sterne,0,123280,False,0.666,0.718,8,-3.978,1,0.0443,0.0118,3.45e-06,0.397,0.457,173.993,4,german
6HUnAzGo1zYfdX4ZW1yiZh,Tale Of Us;Kiasmos,Endless (Remixes),Notte senza fine - Kiasmos Remix,49,388153,False,0.704,0.448,1,-16.847,1,0.0454,0.228,0.913,0.107,0.231,120.009,4,deep-house
2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70,293293,False,0.392,0.642,8,-5.267,1,0.0326,0.0048,0.486,0.296,0.129,92.698,4,industrial
1XXp1AY5XKaHIgn6huNzvP,Pitty,Admirável Chip Novo,O Lobo,37,218386,False,0.697,0.813,11,-3.903,0,0.034,0.00428,2.17e-05,0.122,0.589,120.005,4,hard-rock
1Rnc5yUosXzrVkKSW3pa9Y,Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg,Mozart: A Night of Classics,"Symphony No. 30 in D Major, K. 202: IV. Presto",17,60226,False,0.494,0.252,2,-12.272,1,0.0505,0.983,0.939,0.114,0.347,99.222,4,classical
1xlBBF8plcM6vHQfOM9Fs7,L'Impératrice,Matahari (French Version),Erreur 404,49,220506,False,0.72,0.256,3,-12.217,0,0.0352,0.375,0.626,0.125,0.467,95.013,4,synth-pop
5czjjnbTatyFal33a9h1aN,Rakim,The 18th Letter / The Book Of Life,Guess Who's Back,59,250906,False,0.796,0.798,6,-7.456,0,0.262,0.0153,0.0,0.106,0.692,94.016,4,hardcore
2KJkKZ6u3QRm9Xpu5I2CPB,Clem Leek,Rest,Patience Is A Virtue,48,119063,False,0.305,0.168,4,-16.916,1,0.0332,0.964,0.852,0.103,0.051,117.312,4,ambient
4IQrkw1B28TFHMJbVbgiJC,Nifelheim,Servants of Darkness,Sadistic Blood Massacre,16,170133,False,0.223,0.989,5,-4.23,1,0.108,1.38e-06,0.833,0.149,0.0769,119.421,4,black-metal
0wMGxaOeu5zZfbx3gWctMx,Los Abuelos De La Nada,Rock x siempre,Mil Horas,0,165186,False,0.706,0.474,7,-8.55,0,0.0598,0.242,0.0,0.0789,0.545,99.776,4,punk-rock
2ZQ4lypCihgYLjIdvLRqyW,Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Captain America,40,581853,False,0.452,0.267,5,-20.359,0,0.0339,0.684,0.875,0.0761,0.13,152.567,5,british
1YULnhLM9r4rgOY4whqilF,Joy Oladokun,Best Alternative Pop Tunes,sorry isn't good enough,0,187543,True,0.618,0.554,2,-7.39,0,0.0464,0.029,7.76e-05,0.179,0.575,140.038,4,folk
67avyz2FqPWktHLm8cHFpT,Chino & Nacho;Daddy Yankee;Don Omar;Wisin,Perreo Tenebroso Vol. 1,Andas En Mi Cabeza - Remix,0,255840,False,0.719,0.934,9,-3.242,1,0.0858,0.213,0.0,0.177,0.619,104.095,4,latino
1qD8aL3CA2I0rzSPrPO7mY,Yiruma,Piano,Embrace of Silence,45,173000,False,0.425,0.0156,2,-27.586,1,0.0553,0.996,0.912,0.0842,0.146,67.777,3,new-age
70YvYr2hGlS01bKRIho1HM,ZZ Top,Tres Hombres (Expanded 2006 Remaster),La Grange - 2005 Remaster,77,230480,False,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,hard-rock
3IQUJpq6mibIBNqADClb9C,The Prophet,Hardstyle Top 100 - Best Of 2019,Wanna Play,36,232351,True,0.638,0.995,0,-0.587,1,0.264,0.214,0.0186,0.599,0.604,100.053,3,happy
5UkeMZvaNppcttFM9O6qzN,Weekend Nachos,Worthless,Obituary,27,71760,False,0.29,0.946,4,-2.736,1,0.0899,1.08e-05,0.601,0.126,0.0486,62.659,4,grindcore
5KOlMYgDf1VtRafA4LzjJ6,Labyrint,Garalaowit,Officiella kampanjlåten,28,229560,False,0.548,0.805,9,-6.092,1,0.396,0.542,0.0,0.266,0.625,120.354,5,dancehall
62An7DEeVygpRn94ltLOHC,Nat King Cole,pov: you hear the bells jingle,O Tannenbaum - Remastered 1999,0,180200,False,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,jazz
7HttMaN4xcGBLhFRHb0DVS,Capital Inicial,Eu Nunca Disse Adeus,Eu Nunca Disse Adeus,46,208786,False,0.299,0.686,7,-7.058,1,0.0417,0.0132,0.0,0.354,0.366,145.971,3,brazil
74BkNu4vhqOLMi8hcJbtnm,Hank Williams,The Complete Hank Williams,All The Love I Ever Had - 1990 Original Singles Version,11,105706,False,0.517,0.178,1,-15.672,1,0.026,0.991,0.0312,0.272,0.478,75.123,4,honky-tonk
71BwuaJ5VjGx9EJdrc9OX2,The Killers;Ryan Pardey,Home For Christmas 2022,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alt-rock
2PS1X5DzUCIFuX4ljfNAH0,Set It Off,Alternative Christmas 2022,This Christmas (I'll Burn It To The Ground),0,207000,False,0.516,0.943,6,-5.593,0,0.054,0.00131,0.0,0.324,0.285,94.998,3,punk
4231MOdd64jKGGdjxtROU1,Roze Don;Aalvero;Marksman,Little Bit (Remix),Little Bit - Remix,32,183448,True,0.933,0.683,9,-3.69,1,0.314,0.162,0.0,0.14,0.656,106.072,4,dancehall
5eYQMChHFGtMlRPZicBtMC,Topic;A7S,pov: it's 2020,Breaking Me,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,4,electro
5D2RBWVKgLv4CimNGBUcWS,Kettel;Secede,Tryshasla,Leraine,33,464746,False,0.566,0.619,8,-10.011,1,0.0375,0.0723,0.919,0.108,0.0934,134.994,4,idm
21OxPURFtFrTwWGq9aJCju,Bethel Music;Emmy Rose,Simple,Tend,55,293377,False,0.517,0.155,11,-13.335,1,0.032,0.877,0.0,0.103,0.223,135.203,4,world-music
76QKh6F7P7v1gnVHa92s7v,GLAY,BEAT out!,生きてく強さ,32,229333,False,0.505,0.85,1,-5.27,1,0.0399,0.00829,6.83e-06,0.154,0.749,140.442,4,j-rock
3qT4bUD1MaWpGrTwcvguhb,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Black Dog - Remaster,74,295386,False,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,4,hard-rock
7s7tX07Mde3ouaIf9hmvSW,Mokhov,Memories 2010-2013 Two,Hidden Love,11,288298,False,0.722,0.786,1,-7.684,1,0.0577,0.169,0.758,0.158,0.361,91.989,4,idm
1uvBOCykry1KtIC3Rh7kMe,Alesso;TINI,Queda poco para la PAES,Sad Song,0,154024,False,0.735,0.691,0,-6.475,1,0.0362,0.0876,0.0,0.34,0.548,110.018,4,electro
2RIq8jJy01rwLYXTGuVILo,Jessé Aguiar;Misaias Oliveira,Estações,Estações,49,167850,False,0.647,0.69,4,-6.568,0,0.0413,0.237,0.0,0.351,0.521,118.963,4,gospel
6CGDrSzJPJCLghhOELp4Sq,TNT,The Album,Countdown,26,203035,False,0.516,0.916,1,-5.816,0,0.078,0.00247,0.683,0.337,0.159,149.979,4,hardstyle
5VCUf3CJuflyaCHf7Fa4mS,Ran-D;D-Sturb;XCEPTION,Dance With The Devil,Dance With The Devil,57,252236,False,0.487,0.939,8,-3.182,0,0.268,0.0261,0.0,0.0699,0.156,155.06,4,hardstyle
49kiKBoMp7RDLy0GO3mMAQ,Roberto Goyeneche,Vivo y Chamuyando,Sur,23,209792,False,0.395,0.358,2,-13.317,1,0.0482,0.685,0.00392,0.97,0.242,124.34,3,tango
0b9EANOIOKnoZ5yAZYO77Z,Gabriel Guedes de Almeida,Tudo é Possível,Tudo é Possível,41,233112,False,0.474,0.671,9,-6.653,1,0.0474,0.0929,0.0,0.447,0.398,123.625,3,gospel
27E4psA6L8EPkArzqOwT0j,Billy Bueffer,Stoner Thoughts,Stoner Thoughts,56,188813,True,0.789,0.527,5,-5.72,1,0.0972,0.123,0.0,0.0445,0.689,81.508,4,sad
6hknftJ4NeJK6xywlbkbEL,Mean Jeans,Tight New Dimension,Nite Vision,29,131933,False,0.274,0.896,1,-3.837,0,0.0395,0.00107,9.55e-06,0.177,0.378,174.057,4,garage
5zjXQbSVqwdvLpecvDJdrj,Norah Jones,Christmas Dinner 2022,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,jazz
0PlUMPy4OsPMQwUn1JEbYu,Jobii,English Breakfast,English Breakfast,32,144000,False,0.796,0.626,5,-6.637,0,0.122,0.0337,0.837,0.107,0.638,80.009,4,study
3uCpVAnQXYy84D6GoC7cBb,Marshall Masters;The Ultimate MC,I Like It Loud 2012,I Like It Loud (Angerfist Remix),18,266820,False,0.521,0.976,9,-4.911,1,0.105,0.0232,0.0247,0.613,0.544,169.995,4,happy
0WDJJIk4bWu4H8AqzN0Qx6,Troglauer,Heavy Volxmusik,Vario (Ladioo),32,59760,False,0.558,0.887,1,-6.42,0,0.0861,0.0166,0.00282,0.518,0.461,128.113,4,party
30kLmKZIWj7n5s28QFNy4F,DJ Fresh;SHY FX,Gold Dust (Shy FX Re-Edit),Gold Dust - SHY FX Re-Edit,56,183000,False,0.62,0.932,0,-3.44,1,0.0843,0.00716,0.000674,0.215,0.556,177.017,4,drum-and-bass
7IuqrIXZcAWtlm644QCpDm,César Menotti & Fabiano;Luan Santana,Memórias II (Ao Vivo) - Deluxe,Olhos de Luar - Ao Vivo,42,285200,False,0.28,0.746,0,-4.766,1,0.0613,0.535,0.0,0.941,0.473,203.994,3,pagode
2TI0STKG1kgevz10OxF3Pm,Tim Maia,Tim Maia 1980,"Você E Eu, Eu E Você (Juntinhos)",44,292670,False,0.791,0.858,8,-9.45,1,0.072,0.114,0.0923,0.0781,0.872,125.791,4,brazil
2cSwzkJ4yNwhwBrhUCorYn,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",Meditación Budista (Musica de Relajacion para Escuchar),25,396033,False,0.0748,0.202,1,-16.793,1,0.0368,0.987,0.939,0.124,0.034,66.177,4,world-music
5iBHQdgvYptTzQzLPHxbXz,Wisin & Yandel,Queda poco para la PAES 2.0,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
0ngSk8aGEjWS6fsHIV9KKj,Beast In Black,Berserker,Beast in Black,53,269088,False,0.161,0.942,11,-6.67,0,0.14,4.76e-06,0.00315,0.106,0.198,89.011,3,heavy-metal
3U8qMRVBBYTD46V9Y8d621,Elis Regina,Fiesta temática 70s,Como Nossos Pais,0,261600,False,0.491,0.498,2,-7.658,1,0.0821,0.3,0.0,0.0734,0.478,143.721,3,jazz
0djZ2ndRfAL69WYNra5jRC,Simon & Garfunkel,Sounds Of Silence,April Come She Will,66,109386,False,0.489,0.186,9,-16.237,1,0.029,0.863,0.000152,0.2,0.349,102.245,4,folk
1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,False,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,indie
0fsLV7k09RmzVvqpcfhDUF,FKA twigs,Modern R&B Love,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative
18sy9aZ7t7xtKp2XelIyRW,Soil,Scars (Expanded Edition),Center - Bonus Album Cut (Japanese Release),21,173493,False,0.502,0.958,11,-4.831,1,0.102,0.000277,1.6e-06,0.256,0.712,154.868,4,industrial
01Y6Ty0YJVGXWiJOK4zi0q,Diogo Nogueira;Zeca Pagodinho,Mais Amor,Quem Vai Chorar Sou Eu,46,242893,False,0.682,0.609,6,-7.704,0,0.0498,0.684,2.21e-06,0.099,0.971,169.981,4,pagode
4Ih2roMW5Dyy2IhXVjx68V,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: I. Allegro (Live in Japan, 2022)",1,505413,False,0.353,0.09,3,-22.722,1,0.0373,0.995,0.895,0.0996,0.126,73.523,4,german
0lx93qmCdsWGZSUiQpHQu8,Traditional;Stephan Moccio,Weihnachten Klassik 2022,What Child Is This (arr. piano),0,172293,False,0.341,0.0208,4,-32.511,0,0.0331,0.992,0.912,0.109,0.214,110.511,3,sleep
2LoQWx41KeqOrSFra089YS,Internal Rot,Grieving Birth,Harpooned,14,47160,False,0.179,0.981,7,-3.881,1,0.141,0.000412,0.718,0.5,0.0689,122.842,3,grindcore
1oPVaIIa8AFAN8XWBqleuF,Robin Schulz;David Guetta,Brandneu Dance,On Repeat,1,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,deep-house
77xtU9g1P9ls01NA3Jj4F2,wavcrush,would grain,old coffee,48,101806,False,0.738,0.308,9,-11.638,0,0.0883,0.371,0.878,0.107,0.153,77.503,4,study
71hsztLKPH2en9IAZHqAvv,Jeric,LOVE YOU MORE (愛你多一些),LOVE YOU MORE (愛你多一些),28,220333,False,0.423,0.51,1,-9.892,0,0.0393,0.594,0.0,0.125,0.607,124.018,4,mandopop
1UbhL65L7MkAwduXtxQtJI,"Original (German) Cast of ""Tanz Der Vampire""",Tanz Der Vampire,Ewigkeit,24,325506,False,0.469,0.51,10,-10.411,1,0.0337,0.475,0.0393,0.123,0.0697,130.182,4,show-tunes
1URntzWCTT14huFkain7be,Party Animals,Electricity,Electricity - Flamman & Abraxas Mix,21,187575,False,0.493,0.995,7,-5.305,1,0.0717,0.00204,0.633,0.794,0.528,170.01,4,happy
4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,Novacane,81,302346,True,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,4,soul
23BU6vssuoPppnNsBwFgQ3,Şanışer,Umut,Kuytu Köşelerde,43,235651,False,0.697,0.376,1,-10.987,1,0.0821,0.565,0.0,0.118,0.14,126.034,4,turkish
37HhnXqIRFSSJXWsysl6B7,HYBS,Making Steak,Ride,64,181622,False,0.757,0.393,5,-7.942,1,0.212,0.788,0.000986,0.0501,0.715,77.985,4,chill
4wjKsLqJqLYBzaEO7iD4Fp,White Zombie,Halloween Metal Nights,More Human Than Human,0,269693,True,0.659,0.961,6,-5.568,1,0.0829,0.000425,0.423,0.105,0.537,101.368,4,industrial
